"dactinomycin","Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O","1","DILIST"
"dantrolene","O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1","1","DILIST"
"demeclocycline","CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12","0","DILIST"
"propoxyphene","CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C","1","DILIST"
"diclofenac","O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl","1","DILIST"
"diflunisal","O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O","1","DILIST"
"diphenhydramine","CN(C)CCOC(c1ccccc1)c1ccccc1","0","DILIST"
"epirubicin","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1","0","DILIST"
"erythromycin","CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O","1","DILIST"
"etoposide","COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O","1","DILIST"
"famotidine","NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1","1","DILIST"
"felbamate","NC(=O)OCC(COC(N)=O)c1ccccc1","1","DILIST"
"fenofibrate","CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1","1","DILIST"
"fenoprofen","CC(C(=O)O)c1cccc(Oc2ccccc2)c1","1","DILIST"
"flutamide","CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1","1","DILIST"
"hydroxyurea","NC(=O)NO","1","DILIST"
"imatinib","Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1","1","DILIST"
"imipramine","CN(C)CCCN1c2ccccc2CCc2ccccc21","1","DILIST"
"iproniazid","CC(C)NNC(=O)c1ccncc1","1","DILIST"
"ketoconazole","CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1","1","DILIST"
"labetalol","CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1","1","DILIST"
"leflunomide","Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1","1","DILIST"
"mefenamic acid","Cc1cccc(Nc2ccccc2C(=O)O)c1C","1","DILIST"
"meloxicam","Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1","1","DILIST"
"metformin","CN(C)C(=N)N=C(N)N","1","DILIST"
"methyldopa","CC(N)(Cc1ccc(O)c(O)c1)C(=O)O","1","DILIST"
"nefazodone","CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1","1","DILIST"
"nitrofurantoin","O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1","1","DILIST"
"olsalazine","O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O","1","DILIST"
"paroxetine","Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1","1","DILIST"
"pentamidine","N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1","1","DILIST"
"perhexiline","C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1","1","DILIST"
"physostigmine","CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C","0","DILIST"
"pioglitazone","CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1","1","DILIST"
"propylthiouracil","CCCc1cc(=O)[nH]c(=S)[nH]1","1","DILIST"
"pseudoephedrine","CNC(C)C(O)c1ccccc1","0","DILIST"
"ranitidine","CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1","1","DILIST"
"rifabutin","COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C","1","DILIST"
"rosiglitazone","CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1","1","DILIST"
"indocyanine green","CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21.[Na+]","0","DILIST"
"simvastatin","CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21","1","DILIST"
"spironolactone","CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12","1","DILIST"
"stavudine","Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O","1","DILIST"
"streptomycin","CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O","0","DILIST"
"sulfadiazine","Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1","1","DILIST"
"sulfasalazine","O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O","1","DILIST"
"sulindac","CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1","1","DILIST"
"tamoxifen","CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1","1","DILIST"
"temozolomide","Cn1nnc2c(C(N)=O)ncn2c1=O","1","DILIST"
"theophylline","Cn1c(=O)c2[nH]cnc2n(C)c1=O","0","DILIST"
"tizanidine","Clc1ccc2nsnc2c1NC1=NCCN1","1","DILIST"
"tolcapone","Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1","1","DILIST"
"valproic acid","CCCC(CCC)C(=O)O","1","DILIST"
"vancomycin","CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O","1","DILIST"
"vitamin a","CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO","1","DILIST"
"zidovudine","Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O","1","DILIST"
"zolpidem","Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1","0","DILIST"
"zonisamide","NS(=O)(=O)Cc1noc2ccccc12","1","DILIST"
"pyrazinamide","NC(=O)c1cnccn1","1","DILIST"
"finasteride","CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C","1","DILIST"
"troglitazone","Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2","1","DILIST"
"fluvastatin","CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21","1","DILIST"
"glimepiride","CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O","1","DILIST"
"venlafaxine","COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1","1","DILIST"
"amlodipine","CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl","1","DILIST"
"vinblastine","CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1","0","DILIST"
"ciprofloxacin","O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O","1","DILIST"
"fluconazole","OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F","1","DILIST"
"prednisone","CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO","1","DILIST"
"lorazepam","O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O","0","DILIST"
"itraconazole","CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O","1","DILIST"
"raloxifene","O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12","0","DILIST"
"mifepristone","CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C","0","DILIST"
"clomipramine","CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21","1","DILIST"
"pravastatin","CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21","1","DILIST"
"clarithromycin","CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O","1","DILIST"
"hydrocortisone","CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO","0","DILIST"
"progesterone","CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C","1","DILIST"
"ergocalciferol","C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C","0","DILIST"
"ibuprofen","CC(C)Cc1ccc(C(C)C(=O)O)cc1","1","DILIST"
"isoproterenol","CC(C)NCC(O)c1ccc(O)c(O)c1","0","DILIST"
"ketorolac","O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O","1","DILIST"
"promethazine","CC(CN1c2ccccc2Sc2ccccc21)N(C)C","1","DILIST"
"omeprazole","COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1","1","DILIST"
"carvedilol","COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12","1","DILIST"
"cytarabine","Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1","1","DILIST"
"pergolide","CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21","0","DILIST"
"nisoldipine","COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]","0","DILIST"
"citalopram","CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21","1","DILIST"
"methyltestosterone","CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O","1","DILIST"
"testosterone","CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12","1","DILIST"
"praziquantel","O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1","0","DILIST"
"ticlopidine","Clc1ccccc1CN1CCc2sccc2C1","1","DILIST"
"diazepam","CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21","0","DILIST"
"clomiphene","CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1","1","DILIST"
"isotretinoin","CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O","1","DILIST"
"oxymetholone","CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O","1","DILIST"
"etodolac","CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3","1","DILIST"
"glipizide","Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1","1","DILIST"
"pemoline","NC1=NC(=O)C(c2ccccc2)O1","1","DILIST"
"clotrimazole","Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1","1","DILIST"
"celecoxib","Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1","1","DILIST"
"amoxapine","Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2","0","DILIST"
"iothalamate sodium","CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+]","0","DILIST"
"atorvastatin","CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O","1","DILIST"
"olanzapine","Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1","1","DILIST"
"nevirapine","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","1","DILIST"
"primidone","CCC1(c2ccccc2)C(=O)NCNC1=O","0","DILIST"
"vinorelbine","CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2","0","DILIST"
"anastrozole","CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1","1","DILIST"
"rabeprazole","COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C","1","DILIST"
"azithromycin","CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O","1","DILIST"
"tolazamide","Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1","1","DILIST"
"quetiapine","OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1","1","DILIST"
"famciclovir","CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O","0","DILIST"
"atenolol","CC(C)NCC(O)COc1ccc(CC(N)=O)cc1","1","DILIST"
"benzbromarone","CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1","1","DILIST"
"bromocriptine","CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12","1","DILIST"
"busulfan","CS(=O)(=O)OCCCCOS(C)(=O)=O","1","DILIST"
"chlorambucil","O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1","1","DILIST"
"clozapine","CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1","1","DILIST"
"dacarbazine","CN(C)N=Nc1nc[nH]c1C(N)=O","1","DILIST"
"dapsone","Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1","1","DILIST"
"digoxin","CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O","0","DILIST"
"disulfiram","CCN(CC)C(=S)SSC(=S)N(CC)CC","1","DILIST"
"enalapril","CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O","1","DILIST"
"furosemide","NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl","0","DILIST"
"gabapentin","NCC1(CC(=O)O)CCCCC1","1","DILIST"
"glibenclamide","COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1","1","DILIST"
"isoniazid","NNC(=O)c1ccncc1","1","DILIST"
"lansoprazole","Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1","1","DILIST"
"mebendazole","COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1","1","DILIST"
"metoprolol","COCCc1ccc(OCC(O)CNC(C)C)cc1","1","DILIST"
"naltrexone","O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5","0","DILIST"
"niacin","O=C(O)c1cccnc1","1","DILIST"
"nifedipine","COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]","1","DILIST"
"nimesulide","CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1","1","DILIST"
"nizatidine","CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1","1","DILIST"
"dextrose","O.OCC1OC(O)C(O)C(O)C1O","0","DILIST"
"cholestyramine","CCc1ccc(C(C)CCc2ccc([N+](C)(C)C)cc2)cc1","0","DILIST"
"sodium lactate","CC(O)C(=O)[O-].[Na+]","0","DILIST"
"verapamil","COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC","1","DILIST"
"clorazepate","O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O","0","DILIST"
"protirelin","NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1","0","DILIST"
"sincalide","CSCCC(NC(=O)C(Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)C(N)CC(=O)O)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O","0","DILIST"
"secretin","CC(C)CC(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc1ncc[nH]1)C(C)O)C(C)O)C(=O)NC(C(=O)O)C(C)C","0","DILIST"
"sucralfate","O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O=S(=O)(O[Al])OCC1OC(OC2(COS(=O)(=O)O[Al])OC(COS(=O)(=O)O[Al])C(OS(=O)(=O)O[Al])C2OS(=O)(=O)O[Al])C(OS(=O)(=O)O[Al])C(OS(=O)(=O)O[Al])C1OS(=O)(=O)O[Al].[Al]","0","DILIST"
"cupric chloride","Cl[Cu]Cl","0","DILIST"
"trientine hydrochloride","Cl.Cl.NCCNCCNCCN","0","DILIST"
"chlorpropamide","CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1","1","DILIST"
"cyclosporine","CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C","1","DILIST"
"decitabine","Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1","0","DILIST"
"deferoxamine","CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN","1","DILIST"
"doxycycline","CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21","1","DILIST"
"exemestane","C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12","1","DILIST"
"felodipine","CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl","1","DILIST"
"fludrocortisone","CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F","0","DILIST"
"fluphenazine","OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1","0","DILIST"
"gefitinib","COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1","1","DILIST"
"haloperidol","O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1","1","DILIST"
"mesalazine","Nc1ccc(O)c(C(=O)O)c1","1","DILIST"
"minocycline","CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O","1","DILIST"
"ioversol","O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I","0","DILIST"
"oxaprozin","O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1","1","DILIST"
"paclitaxel","CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C","1","DILIST"
"phentolamine","Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1","0","DILIST"
"prazosin","COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC","0","DILIST"
"prochlorperazine","CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1","1","DILIST"
